Company Name,NAIC Company Code,Insurance Product Name,Sub Type Of Insurance,Filing Type,Filing Status,SERFF Tracking Number,Page Number
Aetna Life Insurance Company,60054,Student Health ML Dental,H22.000 Student Health Insurance,Normal Pre-Approval,Closed - APPR Approved,AETN-134402138,2
Allstate Life Insurance Company of New York,70874,Life and Health Group Evidence of Insurability,H21.000 Health - Other,Normal Pre-Approval,Closed - APPR Approved,ALST-131575406,2
Allstate Life Insurance Company of New York,70874,Life and Health Group Evidence of Insurability,H21.000 Health - Other,Normal Pre-Approval,Closed - APPR Approved,ALST-131414995,2
Amalgamated Life Insurance Company,60216,ALGLTE-18(NY) Group Term Life App for Health Bureau,H03G.000 Health - Accidental Death & Dismemberment,Certification by Checklist,Closed - APPR Approved,AMAL-132207154,2
Amalgamated Life Insurance Company,60216,ALGLTE-18(NY) Group Term Life App for Health Bureau,H03G.000 Health - Accidental Death & Dismemberment,Certification by Checklist,Closed - APPR Approved,AMAL-131705467,2
Amalgamated Life Insurance Company,60216,DBL Family Leave Rider,Statutory Family Leave Benefits Coverage,Certification by Checklist,Closed - APPR Approved,AMAL-132515672,2
Amalgamated Life Insurance Company,60216,DBL Family Leave Rider,Statutory Family Leave Benefits Coverage,Certification by Checklist,Closed - APPR Approved,AMAL-133389175,2
Amalgamated Life Insurance Company,60216,DBL Family Leave Rider,Statutory Family Leave Benefits Coverage,Certification by Checklist,Closed - APPR Approved,AMAL-134687949,2
Amalgamated Life Insurance Company,60216,DBL Family Leave Rider,Statutory Family Leave Benefits Coverage,Certification by Checklist,Closed - APPR Approved,AMAL-133803388,2
Amalgamated Life Insurance Company,60216,DBL Family Leave Rider,Statutory Family Leave Benefits Coverage,Certification by Checklist,Closed - APPR Approved,AMAL-132069065,2
Amalgamated Life Insurance Company,60216,DBL Family Leave Rider,Statutory Family Leave Benefits Coverage,Certification by Checklist,Closed - APPR Approved,AMAL-131643501,2
Amalgamated Life Insurance Company,60216,Group Accident Only,H02G.000 Health - Accident Only,Normal Pre-Approval,Closed - APPR Approved,AMAL-134062381,2
Amalgamated Life Insurance Company,60216,Group Disability Income,H11G.002 Short Term,Normal Pre-Approval,Closed - APPR Approved,AMAL-132919472,2
Amalgamated Life Insurance Company,60216,OST Group TL AD&D,H03G.000 Health - Accidental Death & Dismemberment,Normal Pre-Approval,Closed - APPR Approved,MMTA-133062187,2
Amalgamated Life Insurance Company,60216,Stop Loss Insurance,H12.001 Accident & Sickness,Normal Pre-Approval,Closed - APPR Approved,AMAL-132097541,2
American Family Life Assurance Company of New York,60526,19NY35000 Benefit Endorsements,H02I.000 Health - Accident Only,Normal Pre-Approval,Closed - APPR Approved,AFLA-132074446,2
American Family Life Assurance Company of New York,60526,19NY35000 Benefit Endorsements,H02I.000 Health - Accident Only,Normal Pre-Approval,Closed - APPR Approved,AFLA-132026965,2
American Family Life Assurance Company of New York,60526,2018 Product Enhancements,H21.000 Health - Other,Normal Pre-Approval,Closed - APPR Approved,CAIC-131434027,2
American Family Life Assurance Company of New York,60526,2021 Portability LTD,H11G.003 Long Term,Normal Pre-Approval,Closed - APPR Approved,CAIC-133223565,2
American Family Life Assurance Company of New York,60526,2023 Accident Policy Endorsement,H02I.000 Health - Accident Only,Normal Pre-Approval,Closed - APPR Approved,AFLA-133762321,2
American Family Life Assurance Company of New York,60526,AF21000NY Critical Illness,H07G.001 Critical Illness,Normal Pre-Approval,Closed - APPR Approved,AFLA-132550871,2
American Family Life Assurance Company of New York,60526,AFLAC Group Dental PPO,H10G.000 Health - Dental,Normal Pre-Approval,Closed - APPR Approved,AFLA-132816534,2
American Family Life Assurance Company of New York,60526,AFLAC Group Vision PPO,H20G.000 Health - Vision,Normal Pre-Approval,Closed - APPR Approved,AFLA-132821135,2
American Family Life Assurance Company of New York,60526,Applications for Disability AF54000NY and AF41000NY,H11G.005 Combined Short Term and Long Term,Certification by Previously Approved Form,Closed - APPR Approved,CAIC-133050607,2
American Family Life Assurance Company of New York,60526,B40000 Hospital Indemnity,H14I.000 Health - Hospital Indemnity,Filed for Reference,Closed - FIREF Filed for Reference Purposes,AFLA-132509472,2
American Family Life Assurance Company of New York,60526,CI Association Groups Filing,H07G.001 Critical Illness,Certification by Previously Approved Form,Closed - APPR Approved,CAIC-131829730,2
American Family Life Assurance Company of New York,60526,Dental,H10G.000 Health - Dental,Normal Pre-Approval,Closed - APPR Approved,CAIC-131968118,2
American Family Life Assurance Company of New York,60526,Disability AF54000NY and AF41000NY,H11G.005 Combined Short Term and Long Term,Normal Pre-Approval,Closed - APPR Approved,CAIC-134478798,2
American Family Life Assurance Company of New York,60526,Disability AF54000NY and AF41000NY,H11G.005 Combined Short Term and Long Term,Normal Pre-Approval,Closed - APPR Approved,CAIC-132804816,3
American Family Life Assurance Company of New York,60526,"Disability AF54000NY, AF41000NY, AFP40100NY",H11G.005 Combined Short Term and Long Term,Normal Pre-Approval,Closed - APPR Approved,CAIC-134489768,3
American Family Life Assurance Company of New York,60526,Electronic EOI Materials,H11G.005 Combined Short Term and Long Term,Normal Pre-Approval,Closed - APPR Approved,CAIC-133264989,3
American Family Life Assurance Company of New York,60526,Electronic EOI Materials - DI,H11G.005 Combined Short Term and Long Term,Normal Pre-Approval,Closed - APPR Approved,CAIC-134620453,3
American Family Life Assurance Company of New York,60526,Enrollment Form AF01203NY,H11G.005 Combined Short Term and Long Term,Normal Pre-Approval,Closed - APPR Approved,CAIC-133217095,3
American Family Life Assurance Company of New York,60526,Family Leave Benefits Coverage,Statutory Family Leave Benefits Coverage,Normal Pre-Approval,Closed - APPR Approved,CAIC-133395402,3
American Family Life Assurance Company of New York,60526,Family Leave Benefits Coverage,Statutory Family Leave Benefits Coverage,Normal Pre-Approval,Closed - APPR Approved,CAIC-134713216,3
American Family Life Assurance Company of New York,60526,Group AD&D EOV Revision,H03G.000 Health - Accidental Death & Dismemberment,Filed for Reference,Closed - FIREF Filed for Reference Purposes,CAIC-133893231,3
American Family Life Assurance Company of New York,60526,Group AD&D Rider,H03G.000 Health - Accidental Death & Dismemberment,Normal Pre-Approval,Closed - APPR Approved,CAIC-132797168,3
American Family Life Assurance Company of New York,60526,Group AD&D Rider,H03G.000 Health - Accidental Death & Dismemberment,Normal Pre-Approval,Closed - APPR Approved,CAIC-131557058,3
American Family Life Assurance Company of New York,60526,Group Health,H21.000 Health - Other,Filed for Reference,Closed - FIREF Filed for Reference Purposes,CAIC-131966630,3
American Family Life Assurance Company of New York,60526,Hospital Indemnity,H14I.000 Health - Hospital Indemnity,Normal Pre-Approval,Closed - APPR Approved,AFLA-134504659,3
American Family Life Assurance Company of New York,60526,MIB CHANGE,H21.000 Health - Other,Filed for Reference,Closed - FIREF Filed for Reference Purposes,CAIC-134379500,3
American Family Life Assurance Company of New York,60526,New York Standalone Paid Family Leave,Statutory Family Leave Benefits Coverage,Normal Pre-Approval,Closed - APPR Approved,CAIC-133197192,3
American Family Life Assurance Company of New York,60526,Notice of Non-Insurance Benefits Endorsement,H11G.003 Long Term,Normal Pre-Approval,Closed - APPR Approved,CAIC-133248920,3
American Family Life Assurance Company of New York,60526,NY Dental Endorsement,H10I.000 Health - Dental,Normal Pre-Approval,Closed - APPR Approved,AFLA-133116094,3
American Family Life Assurance Company of New York,60526,NY36 Screenshots,H02I.000 Health - Accident Only,Normal Pre-Approval,Closed - APPR Approved,AFLA-134057301,3
American Family Life Assurance Company of New York,60526,NY37000 Accident-Only Series,H02I.000 Health - Accident Only,Normal Pre-Approval,Closed - APPR Approved,AFLA-131654993,3
American Family Life Assurance Company of New York,60526,NY38000 Accident-Only Series,H02I.000 Health - Accident Only,Normal Pre-Approval,Closed - APPR Approved,AFLA-134401832,3
American Family Life Assurance Company of New York,60526,NY38000 Accident-Only Series,H02I.000 Health - Accident Only,Normal Pre-Approval,Closed - APPR Approved,AFLA-134179742,3
American Family Life Assurance Company of New York,60526,NY38000F Accident-Only Series,H02I.000 Health - Accident Only,Normal Pre-Approval,Closed - APPR Approved,AFLA-134180007,3
American Family Life Assurance Company of New York,60526,NY57700 Disability Income,H11I.006 Short Term - Related to marketing with employer or association groups,Normal Pre-Approval,Closed - APPR Approved,AFLA-131406186,3
American Family Life Assurance Company of New York,60526,Statutory Disability and Paid Family Leave 2021,Statutory Disability Benefits Law Coverage,Normal Pre-Approval,Closed - APPR Approved,CAIC-132760498,3
American Family Life Assurance Company of New York,60526,Tri-Agency Notice,H14G.000 Health - Hospital Indemnity,Filed for Reference,Closed - FIREF Filed for Reference Purposes,CAIC-134194892,3
American Family Life Assurance Company of New York,60526,Tri-Agency Notice,H14I.000 Health - Hospital Indemnity,Filed for Reference,Closed - FIREF Filed for Reference Purposes,AFLA-134190177,3
American Progressive Life and Health Insurance Company of New York,80624,PR - Endorsement - Change of Address,H21.000 Health - Other,Normal Pre-Approval,Closed - APPR Approved,UNAM-131860524,3
American Progressive Life and Health Insurance Company of New York,80624,PR - Endorsement - Change of Address,H21.000 Health - Other,Normal Pre-Approval,Closed - APPR Approved,UNAM-134061540,3
American Zurich Insurance Company,40142,Travel Filing - UTGT,H19I.000 Health - Travel,Normal Pre-Approval,Closed - APPR Approved,ZURC-134557688,3
Ameritas Life Insurance Corp. of New York,60033,Indiv. 9000 NY Rev. 06-21-Dental,H10I.000 Health - Dental,Normal Pre-Approval,Closed - APPR Approved,AMFA-132751169,3
Ameritas Life Insurance Corp. of New York,60033,Indiv. 9000 NY Rev. 10-22 - Dental,H10I.000 Health - Dental,Normal Pre-Approval,Closed - APPR Approved,AMFA-133678334,3
Ameritas Life Insurance Corp. of New York,60033,2019 Off Exchange Certified HCR - ALICNY,H10G.000 Health - Dental,2019 Off Exchange Certified Dental Forms & Rates,Closed - APPR Approved,AMFA-131493495,3
Ameritas Life Insurance Corp. of New York,60033,2020 Off Exchange Certified HCR - ALICNY,H10G.000 Health - Dental,2020 Off Exchange Certified Dental Forms & Rates,Closed - APPR Approved,AMFA-131920241,3
Ameritas Life Insurance Corp. of New York,60033,2021 Off Exchange Certified HCR - ALICNY,H10G.000 Health - Dental,2021 Off Exchange Certified Dental Forms & Rates,Closed - APPR Approved,AMFA-132346195,3
Ameritas Life Insurance Corp. of New York,60033,2022 Off Exchange Certified HCR - ALICNY,H10G.000 Health - Dental,2022 Off Exchange Certified Dental Forms & Rates,Closed - APPR Approved,AMFA-132815622,3
Ameritas Life Insurance Corp. of New York,60033,2023 Off Exchange Certified HCR - ALICNY,H10G.000 Health - Dental,2023 Off Exchange Certified Dental Forms & Rates,Closed - APPR Approved,AMFA-133222678,3
Ameritas Life Insurance Corp. of New York,60033,2023/2024 NY Student Plan Model Language - ALICNY,H22.000 Student Health Insurance,Normal Pre-Approval,Closed - APPR Approved,AMFA-133494812,3
Ameritas Life Insurance Corp. of New York,60033,2024 Off Exchange Certified HCR - ALICNY,H10G.000 Health - Dental,2024 Off Exchange Certified Dental Forms & Rates,Closed - APPR Approved,AMFA-133660916,3
Ameritas Life Insurance Corp. of New York,60033,2024/2025 NY Student Plan Model Language - ALICNY,H22.000 Student Health Insurance,Certification by Previously Approved Form,Closed - APPR Approved,AMFA-133940492,3
Ameritas Life Insurance Corp. of New York,60033,2024/2025 NY Student Plan Updated Enrollment Form - ALICNY,H22.000 Student Health Insurance,Certification by Previously Approved Form,Closed - APPR Approved,AMFA-134165940,3
Ameritas Life Insurance Corp. of New York,60033,2025 Off Exchange Certified HCR - ALICNY,H10G.000 Health - Dental,2025 Off Exchange Certified Dental Forms & Rates,Closed - APPR Approved,AMFA-134055076,3
Ameritas Life Insurance Corp. of New York,60033,2025/2026 NY Student Plan Model Language - ALICNY,H22.000 Student Health Insurance,Certification by Previously Approved Form,Closed - APPR Approved,AMFA-134384579,3
Ameritas Life Insurance Corp. of New York,60033,2026 Off Exchange Certified HCR - ALICNY,H10G.000 Health - Dental,2026 Off Exchange Certified Dental Forms & Rates,Closed - APPR Approved,AMFA-134493000,3
Ameritas Life Insurance Corp. of New York,60033,"5601NC 6-21, et al.",H11I.004 Other,Normal Pre-Approval,Closed - APPR Approved,AMFA-133773164,3
Ameritas Life Insurance Corp. of New York,60033,9000 NY Rev. 03-18 ALICNY - Filed For Reference Only,H10G.000 Health - Dental,Filed for Reference,Closed - APPR Approved,AMFA-131702824,3
Ameritas Life Insurance Corp. of New York,60033,Address Change - Group Health,H21.000 Health - Other,Normal Pre-Approval,Closed - APPR Approved,AMFA-134304763,3
Ameritas Life Insurance Corp. of New York,60033,Address Change - Individual Health,H21.000 Health - Other,Normal Pre-Approval,Closed - APPR Approved,AMFA-134307976,3
Ameritas Life Insurance Corp. of New York,60033,DI-BIR 8-24 NY,H11I.004 Other,Normal Pre-Approval,Closed - APPR Approved,AMFA-134457187,3
Ameritas Life Insurance Corp. of New York,60033,DI-UN 2550 AU et al.-MIB (DI) Resubmission,H11I.004 Other,Normal Pre-Approval,Closed - APPR Approved,AMFA-131493556,3
Ameritas Life Insurance Corp. of New York,60033,DI-UN 4348 AU et al.-MIB (DI),H11I.004 Other,Normal Pre-Approval,Closed - APPR Approved,AMFA-131513697,3
Ameritas Life Insurance Corp. of New York,60033,Group Applications - ALICNY,H10G.000 Health - Dental,Approval Extended,Closed - APPR Approved,AMFA-133698038,3
Ameritas Life Insurance Corp. of New York,60033,Indiv. 9000 NY Rev. 02-19 - Vision,H20I.000 Health - Vision,Normal Pre-Approval,Closed - APPR Approved,AMFA-132032692,3
Ameritas Life Insurance Corp. of New York,60033,Indiv. 9000 NY Rev. 02-19-Dental,H10I.000 Health - Dental,Normal Pre-Approval,Closed - APPR Approved,AMFA-131968660,3
Ameritas Life Insurance Corp. of New York,60033,Indiv. 9000 NY Rev. 03-18,H10I.000 Health - Dental,Normal Pre-Approval,Closed - APPR Approved,AMFA-131675195,3
Ameritas Life Insurance Corp. of New York,60033,NY Model SM/LG Group - ALICNY,H10G.000 Health - Dental,Normal Pre-Approval,Closed - APPR Approved,AMFA-133717921,3
Ameritas Life Insurance Corp. of New York,60033,NY Student Plan Model Language Rev. 03-21 - ALICNY,H22.000 Student Health Insurance,Normal Pre-Approval,Closed - APPR Approved,AMFA-132770268,3
Ameritas Life Insurance Corp. of New York,60033,NY Student Plan Model Language Rev. 03-22 - ALICNY,H22.000 Student Health Insurance,Normal Pre-Approval,Closed - APPR Approved,AMFA-133130995,3
AmGUARD Insurance Company,42390,DBL-PFL,H11G.004 Other,Normal Pre-Approval,Closed - APPR Approved,CLTR-134666679,3
AmGUARD Insurance Company,42390,Paid Family Leave Rider,H11G.004 Other,Normal Pre-Approval,Closed - APPR Approved,CLTR-132105740,3
AmGUARD Insurance Company,42390,Paid Family Leave Rider,H11G.004 Other,Normal Pre-Approval,Closed - APPR Approved,CLTR-132997039,3
AmGUARD Insurance Company,42390,Paid Family Leave Rider,H11G.004 Other,Normal Pre-Approval,Closed - APPR Approved,CLTR-133422876,3
AmGUARD Insurance Company,42390,Paid Family Leave Rider,H11G.004 Other,Normal Pre-Approval,Closed - APPR Approved,CLTR-132324178,3
AmGUARD Insurance Company,42390,Paid Family Leave Rider,H11G.004 Other,Normal Pre-Approval,Closed - APPR Approved,CLTR-131688383,3
AmGUARD Insurance Company,42390,Paid Family Leave Rider,H11G.004 Other,Normal Pre-Approval,Closed - APPR Approved,CLTR-132546078,3
"Anthem HealthChoice Assurance, Inc.",55093,ABF 2024,H12.004 Self-Funded Health Plan,Certification by Previously Approved Form,Closed - APPR Approved,AWLP-134344328,3
"Anthem HealthChoice Assurance, Inc.",55093,"Anthem Dental Pediatric, Family, Value, Enhanced IND OFF F&R",H10I.000 Health - Dental,2024 Off Exchange Certified Dental Forms & Rates,Closed - APPR Approved,ANTV-133635501,3
"Anthem HealthChoice Assurance, Inc.",55093,"Anthem Dental Pediatric, Family, Value, Enhanced IND OFF F&R",H10I.000 Health - Dental,2026 Off Exchange Certified Dental Forms & Rates,Closed - APPR Approved,ANTV-134491694,3
"Anthem HealthChoice Assurance, Inc.",55093,"Anthem Dental Pediatric, Family, Value, Enhanced IND OFF F&R",H10I.000 Health - Dental,2025 Off Exchange Certified Dental Forms & Rates,Closed - APPR Approved,ANTV-134082011,3
"Anthem HealthChoice Assurance, Inc.",55093,"Anthem Dental Pediatric, Family, Value, Enhanced IND OFF F&R",H10I.000 Health - Dental,Normal Pre-Approval,Closed - APPR Approved,ANTV-134266010,3
